"locality","species_richness","gbif_records","latitude","longitude"
"Via Galicia - El Mirador, Valle del Cauca.","1","1","4.16024","-76.05874"
"Vía Galicia, Valle del Cauca...","1","1","4.170993","-76.11926"
"#11-56 Carrera 105, Cali, Valle del Cauca, CO (3,365, -76,541)","1","1","3.364677","-76.54104"
"Via La Paz, Valle del Cauca, CO (3,52, -76,57)","1","1","3.519767","-76.57049"
"Vía La Reforma, Valle del Cauca, CO (3.385, -76.569)","1","1","3.384605","-76.56893"
"""Ingenio Riopaila-Castilla, humedal Cementerio""","1","1","4.30684","-76.16107"
"Vía Mediacanoa- Vereda El Dopo, Valle del Cauca, CO (3.918, -76.378)","1","1","3.91807","-76.37847"
"Via medio dapa","1","1","3.557955","-76.536316"
"Barrio El Refugio","1","1","3.400146","-76.548096"
"Via Medio Dapa, Vereda La Buitrera, Valle del Cauca, CO (3,561, -76,542)","1","1","3.561165","-76.5417"
"Vía Paisajes del Castillo, Valle del Cauca, CO (3.277, -76.506)","1","1","3.277286","-76.506294"
"Vía Principal San Cipriano- Acueducto (3,829, -76,879)","1","1","3.829389","-76.879074"
"##74-16 Calle 10a, Cali, Valle del Cauca, CO (3,391, -76,542)","1","1","3.390792","-76.5422"
"Barrio Ciudad Jardin, Cali","1","1","3.361183","-76.54201"
"Barrio Caldas. 67-33 Calle 2c, Cali, Valle del Cauca, CO (3.395, -76.55)","1","1","3.395119","-76.550446"
"Barragán, Finca La Julia","1","1","4.326483","-75.79595"
"Auto selected 3.74816, -76.67365","1","1","3.748163","-76.67365"
"Vía sin nombre, Valle del Cauca, CO (3,577, -76,553)","1","1","3.576987","-76.55269"
"Vía sin nombre, Valle del Cauca, CO (3.435, -76.601)","1","1","3.434932","-76.60135"
"Balneario La María. Buga-Habana, Valle del Cauca, CO","1","1","3.902644","-76.21063"
"Vía sin nombre, Valle del Cauca, CO (3.536, -76.608)","1","1","3.535778","-76.60761"
"Auto selected 3.89285, -76.22576","1","1","3.892849","-76.22576"
"Balneario El Paraiso","1","1","3.651972","-76.70525"
"""Hacienda Zanjón del Hobo, humedal Carambola""","1","1","3.70641","-76.42222"
"Vía sin nombre, Valle del Cauca, CO (3.685, -76.246)","1","1","3.684639","-76.24634"
"Auto selected 4.24351, -76.24568","1","1","4.24351","-76.24568"
"# 8 - 24 Calle 42, Palmira, Valle del Cauca, CO (3.537, -76.281)","1","1","3.537292","-76.28081"
"Viga, 13 km S Cali","1","1","3.333333","-76.533333"
"Vijes","1","1","3.70312","-76.441315"
"Bajo Calima,S.","1","1","3.93479","-76.962715"
"Bajo Calima, Valle del Cuaca","1","1","3.9057","-76.667"
"Villa Cielo, Pance","1","1","3.3335","-76.636"
"Villa Colombia-Jamundí","1","1","3.185967","-76.703384"
"""Vereda El Higuerón, humedal Higuerón""","1","1","3.57695","-76.46412"
"Auto selected 4.68571, -75.81204","1","1","4.685706","-75.81204"
"Villa Lorena","1","1","4.416562","-76.146736"
"""Vereda Cascajal, Humedal Madrigal""","1","1","4.18362","-76.25015"
"Bajo anchicaya","1","1","3.59865","-76.89177"
"Villa Maga","1","1","3.36965","-76.62549"
"Villa Manuela 4.66331, -75.76115 Alcalá","1","1","4.663313","-75.761154"
"Villa Mareso","1","1","3.655695","-76.25249"
"Bahía Málaga, quebrada Valencia","1","1","4.13066","-77.2367"
"763517, vía guabas Ginebra CO-Valle Del Cauca 3.73464, -76.27143","1","1","3.734635","-76.27143"
"Finca Eduardo Valencia","1","1","3.64755","-76.18551"
"Finca El Arrimadero","1","1","3.615112","-76.58533"
"Finca el Bosque","1","1","4.7012","-75.9183"
"763517, Ginebra las Hermosas CO-Valle Del Cauca (3.7751,-76.1233)","1","1","3.77511","-76.12334"
"763537, Palmira CO-Valle Del Cauca 3.62045, -76.41872","1","1","3.620452","-76.41872"
"Finca El Hatico","1","1","3.640837","-76.315544"
"Finca El Manantial Pance , Valle del Cauca, CO (3.325, -76.631)","1","1","3.324641","-76.630936"
"Finca El Manantial Pance, Valle del Cauca, CO (3.325, -76.631)","1","1","3.325022","-76.63091"
"Finca El Manantial, Valle del Cauca, CO (3.325, -76.631)","1","1","3.324943","-76.63092"
"Finca Chami","1","1","3.867061","-76.5321"
"Finca Carpe Diem","1","1","3.499295","-76.61474"
"763517, Ginebra CO-Valle Del Cauca 3.74806, -76.20849","1","1","3.74806","-76.20849"
"Finca El Porvenir, Punto de censo BR4.1","1","1","3.967111","-76.190528"
"763538, La Buitrera CO-Valle Del Cauca 3.49590, -76.20700","1","1","3.495901","-76.20699"
"Finca el Renacer. Arroz orgánico","1","1","3.109564","-76.61151"
"Finca El Rinconcito","1","1","3.524004","-76.62817"
"Finca ELPHABA, Valle del Cauca, CO (3.454, -76.63)","1","1","3.454248","-76.629654"
"763517, Ginebra- La floresta CO-Valle Del Cauca 3.73484, -76.23780","1","1","3.73484","-76.2378"
"Finca Armando","1","1","3.095597","-76.612819"
"763047, Guacarí CO-Valle Del Cauca 3.83502, -76.29817","1","1","3.835025","-76.29817"
"763007, Bugalagrande CO-Valle Del Cauca 4.24841, -76.12512","1","1","4.248413","-76.125114"
"Finca Altagracia (3.31, -76.572)","1","1","3.310474","-76.57227"
"(4.691, -75.732)","1","2","4.691303","-75.731606"
"16-91 Calle 17 Oeste, Cali, Valle del Cauca, CO (3.447, -76.557)","1","2","3.446582","-76.55679"
"(3,6147,-76,9190)","1","2","3.614676","-76.91897"
"Caicedonia, Valle del Cauca, CO (4.376, -75.858)","1","2","4.376206","-75.85765"
"Amaime-El Placer, Valle del Cauca, CO (3.615, -76.274)","1","2","3.614778","-76.27374"
"17-22 Carrera 85, Cali, Valle del Cauca, CO (3.382, -76.526)","1","2","3.382431","-76.5261"
"17 Calle 10, Rozo, Valle del Cauca, CO (3,614, -76,392)","1","2","3.614452","-76.39183"
"PNN Farallones de Cali (3.5651, -76.8773)","1","2","3.565105","-76.87731"
"26f-2 Calle 73, Cali, Valle del Cauca, CO (3,437, -76,485)","1","2","3.437249","-76.485405"
"6 Sur2 Calle 11, Valle del Cauca, CO (3,242, -76,527)","1","2","3.241966","-76.52707"
"Plaza de La Gobernación del Valle del Cauca","1","2","3.449611","-76.53359"
"Pilar's","1","2","3.404272","-76.54363"
"Pico de Aguila, Valle del Cauca, CO (3.312, -76.6)","1","2","3.312368","-76.600266"
"Juanchaco, Valle del Cauca, CO (3,929, -77,354)","1","2","3.929119","-77.35395"
"Colegio Freinet","1","2","3.367863","-76.56525"
"Colegio Gimnasio la Colina","1","2","3.489238","-76.52813"
"El mameyal","1","2","3.441338","-76.556526"
"a Tiguan carretera a buenaventura - (3.533, -76.752)","1","2","3.532852","-76.7521"
"Vía La Reforma, Valle del Cauca, CO (3.391, -76.584)","1","2","3.391489","-76.58397"
"Parque Santa Helena","1","2","3.658548","-76.245766"
"Colombia Valle del Cauca, Rio Cauca & wetlands","1","2","3.90269","-76.3395"
"Colombia Valle del Cauca, San Cipriano","1","2","3.83465","-76.89645"
"Via Loboguerrero - Dagua, Dagua, Valle Del Cauca, Co - (3.706, -76.678)","1","2","3.7069","-76.678024"
"Isla Palma","1","2","3.906972","-77.357956"
"3.3249x-76.6265 - Mar 13, 2016, 11:49 AM","1","2","3.324852","-76.62653"
"Zona Verde Rafael Navia Varón","1","2","3.413423","-76.53633"
"Via Matapalo, Valle del Cauca, CO (3.727, -76.259)","1","2","3.726649","-76.258835"
"Finca El Carmen - Tocotá","1","2","3.524507","-76.650154"
"Altamira Reserve","1","2","4.78238","-76.22053"
"Páramo Pan de Azúcar, corregimiento Tenerife, hacienda Santana - La Curcienta, Los Domínguez","1","2","3.7383","-76.103928"
"Finca Sinai, punto de censo MC2.2","1","2","3.95475","-76.17775"
"Vereda la Italia","1","2","4.084229","-76.39735"
"Cordoba - Loboguerrero, Valle del Cauca, CO (3.843, -76.793)","1","2","3.842717","-76.79322"
"Pacífico Hostal, near Juanchaco","1","2","3.934617","-77.34717"
"Vereda La Selva","1","2","3.737431","-76.20454"
"Institución Educativa Juan Salvador Gaviota. Vereda La Hondura. El Dovio. Valle del Cauca, CO","1","2","4.544128","-76.287056"
"Barrio El Lago","1","2","4.076457","-76.20399"
"Oviedo, Placer, Valle del Cauca, CO (3.615, -76.274)","1","2","3.614945","-76.27376"
"Uramba Bahia Malaga 4.0360 X -77.2294","1","2","4.03601","-77.22936"
"Orgánico Follajes y FloresValle del Cauca, CO (3.635, -76.581)","1","2","3.63521","-76.58135"
"(3.5455,-76.5946)","1","2","3.545547","-76.594604"
"Humedal Los Samanes","1","2","4.739854","-75.91474"
"Valle del Cauca, CO (3,621, -76,623)","1","2","3.621455","-76.62252"
"Humedal El Conchal","1","2","3.967252","-76.306076"
"Humedal Colindres, Bocas Del Palo, Jamundi, Valle del Cauca, CO (3.268, -76.479)","1","2","3.268282","-76.47928"
"Barrio Ciudad Capri","1","2","3.389139","-76.541664"
"Unnamed Road, Valle del Cauca, CO (3.624, -76.222)","1","2","3.62352","-76.22234"
"Unnamed Road, Valle del Cauca, CO (3.623, -76.208)","1","2","3.62337","-76.20809"
"Unnamed Road, Valle del Cauca, CO (3.622, -76.203)","1","2","3.621755","-76.20258"
"Finca en rozo","1","2","3.606675","-76.43319"
"Unnamed Road, Valle del Cauca, CO (3.574, -76.569)","1","2","3.573687","-76.569115"
"National Park Natural Farallones De Cali, Dagua CO-Valle del Cauca 3.52990, -76.74917","1","2","3.529899","-76.74917"
"Camino Verde","1","2","4.260634","-75.909164"
"Buenaventura, Valle del Cauca, CO (3,534, -76,752)","1","2","3.534097","-76.75242"
"(3,535, -76,755)","1","2","3.535461","-76.75498"
"Valle del Cauca, CO (3,876, -76,347)","1","2","3.875673","-76.34725"
"Hotel Toscana neighborhood","1","2","3.39978","-76.54195"
"National Park Natural Farallones De Cali, Dagua CO-Valle del Cauca 3.52462, -76.73117","1","2","3.524615","-76.73117"
"Valle del Cauca, CO (3,904, -76,339)","1","2","3.904068","-76.3388"
"Natalia's family farm","1","2","3.584607","-76.42189"
"Corregimiento Bitaco, Vereda Chicoral","1","2","3.569111","-76.588722"
"Murrapal (ANC)","1","2","3.54951","-76.88699"
"Movich Casa Del Alferez, Cali, Valle del Cauca, CO (3,456, -76,537)","1","2","3.45578","-76.53692"
"Corregimiento La Cascada, Dagua, Valle del Cauca, Colombia","1","2","3.59291","-76.8365"
"Mirador la Milagrosa (Vía a RN El Pailón)","1","2","3.6435","-76.0926"
"3.8796 X -76.3468","1","2","3.87959","-76.34684"
"Cotecnova","1","2","4.750819","-75.91106"
"(3.594, -76.841)","1","2","3.59414","-76.8415"
"margaritas house. 13 Norte26-13 Norte102 Avenida 6 Norte, Cali, Valle del Cauca, CO (3.457, -76.534)","1","2","3.457362","-76.533585"
"Vereda Pinares, Finca El palcer, Punto de censo 4","1","2","4.656944","-75.943056"
"Madrevieja Videles","1","2","3.773751","-76.39371"
"Unnamed Road, Valle del Cauca, CO (3.524, -76.45)","1","2","3.523741","-76.45021"
"Hotel Spiwak","1","2","3.476454","-76.529884"
"crucero sevilla","1","2","4.05312","-75.833374"
"Hotel Maguipi.","1","2","3.832544","-77.26199"
"Calle 71 cra 27/autopista simón bolivar calle a autopista sur","1","2","3.4311","-76.49734"
"Baranda el Danubio","1","2","3.609545","-76.8941"
"Canal El Estero - Selva","1","2","3.961602","-77.36159"
"Madrevieja El Cocal","1","2","3.815556","-76.3825"
"Arroyohondo (Colegio Jefferson)","1","2","3.521412","-76.51948"
"Madrevieja Cauquita","1","2","3.129418","-76.570244"
"Unnamed Road, Valle del Cauca, CO (3,241, -76,526)","1","2","3.240738","-76.52641"
"Valle del Cauca, CO (3.39, -76.609)","1","2","3.390395","-76.60931"
"Caño Murillo, Ingenio Azucarero Riopaila-Castilla. La Uribe, Valle del Cauca.","1","2","4.292954","-76.14091"
"Cuchilla Carrizales","1","2","4.797028","-76.13528"
"Los Pinos Villacarmelo","1","2","3.371885","-76.60191"
"Villacarmelo, Valle del Cauca, CO (3,381, -76,615)","1","2","3.38063","-76.61505"
"Localidade Desconhecida - (3,864, -76,361)","1","2","3.864303","-76.36051"
"Carrera 49C 42-100–42-2, Cali CO-Valle Del Cauca 3.40140, -76.51919","1","2","3.401402","-76.51919"
"Localidad desconocida - (3.6, -76.889)","1","2","3.59966","-76.88861"
"Valle del Cauca, CO (3.451, -76.542)","1","2","3.450777","-76.542496"
"Valle del Cauca, CO (3.486, -76.196)","1","2","3.486249","-76.195595"
"Localidad desconocida - (3.575, -76.877)","1","2","3.57534","-76.87742"
"Valle del Cauca, CO (3.489, -76.521)","1","2","3.488859","-76.521126"
"Valle del Cauca, CO (3.491, -76.627)","1","2","3.490897","-76.62706"
"Auto selected 3.74873, -76.67354","1","2","3.748726","-76.67354"
"Tulua, Tuluá CO-Valle Del Cauca 3.98054, -75.91911","1","2","3.980545","-75.919106"
"Carretera Buenaventura Sabaletas (3.814, -77.007)","1","2","3.813746","-77.007385"
"Finca Ashraya","1","2","3.503094","-76.61741"
"Calle 3, Valle del Cauca, CO (4,707, -75,736)","1","2","4.707078","-75.73551"
"Trocha Ladrilleros - La Barra (Pacífico COL)","1","2","3.951127","-77.36841"
"Localidad desconocida - (3,889, -76,348)","1","2","3.888922","-76.34774"
"Balneario La Delfina,S.","1","2","3.82547","-76.78021"
"Calle 23, Palmira CO-Valle Del Cauca 3.52131, -76.31084","1","2","3.521308","-76.310844"
"Localidad desconocida - (3,545, -76,595)","1","2","3.544927","-76.59537"
"Finca Alsacia","1","2","3.211433","-76.545719"
"760530, Calima CO-Valle Del Cauca 3.97724, -76.46058","1","2","3.977238","-76.46058"
"Triana ridge around cell towers","1","2","3.85487","-76.81732"
"(3.6229,-76.9283)","1","2","3.622938","-76.928276"
"""Vereda Atuncela, Enclave subxerofítico""","1","2","3.749944","-76.677056"
"Finca Mincho en El Queremal","1","2","3.529141","-76.72179"
"Carretera La Cumbre","1","2","3.638665","-76.5611"
"Torres De Alicante Buga","1","2","3.894995","-76.30703"
"Toro-Ansermanuevo, Valle del Cauca, CO (4.66, -76.052)","1","2","4.659589","-76.05209"
"Licorera","1","2","3.520428","-76.43838"
"Las Hojas","1","2","3.747468","-76.68073"
"(3.625, -76.62) Finca La Pradera","1","2","3.624809","-76.61968"
"Lagunas y arrozales del CIAT","1","2","3.499601","-76.34595"
"Sonso, Valle del Cauca, CO (3.801, -76.307)","1","2","3.801451","-76.3068"
"Cartago-Alcalá, Valle del Cauca, CO (4,728, -75,878) Finca La Claudia","1","2","4.728365","-75.878456"
"Sendero, RN Pericos, Buenaventura, Valle del Cauca, CO (3.847, -76.787)","1","2","3.847243","-76.78662"
"Bosque de Niebla San Antonio via la tigra","1","2","3.495902","-76.625305"
"Casa Azul","1","2","3.89485","-76.17986"
"(3.6755,-76.9527) west of Rio Claro","1","2","3.675466","-76.95275"
"Donde Guti","1","2","3.528386","-76.52766"
"Lagos Hacienda San Luis, Anserma Nuevo","1","2","4.864806","-75.91399"
"Lago de la Babilla","1","2","3.364023","-76.53622"
"Bosque de multicentro","1","2","3.379789","-76.539345"
"Hacienda Zainera","1","2","3.417247","-76.315056"
"Versalles, Valle del Cauca, CO (4.575, -76.2)","1","2","4.57474","-76.19972"
"(3.76, -76.967)","1","2","3.759564","-76.967155"
"(3.4513,-76.5429)","1","2","3.451329","-76.542946"
"Sendero Del Río Bolivar, Valle del Cauca, CO","1","2","4.340737","-76.17983"
"Ladrilleros","1","2","3.940622","-77.366196"
"#85C-44 Calle 17, Cali, Valle del Cauca, CO (3.38, -76.528)","1","2","3.379958","-76.52804"
"Calle 18 Bis 158-2–158-80, Cali CO-Valle Del Cauca 3.31078, -76.53681","1","2","3.310784","-76.53681"
"#6-41 Correg. Santa Elena-Pajonales, Santa Elena, Valle del Cauca, CO (3.66, -76.249)","1","2","3.660065","-76.24866"
"Eco Camping Camino Verde","1","2","4.26088","-75.909615"
"Casa De La Cultura, Cartago, Valle del Cauca, CO","1","2","4.750915","-75.911736"
"Sendero Alto potedo Buenaventura, Valle del Cauca, CO (3.79, -76.989)","1","2","3.789799","-76.98851"
"La Torre","1","2","3.585836","-76.797966"
"Vía a El Carmen, Valle del Cauca, CO (3,523, -76,623)","1","2","3.522578","-76.62265"
"Sendero A Las Musgueras Vereda El pato , CO (3.438, -76.676)","1","2","3.437766","-76.675644"
"Casa Ítaca, Valle del Cauca, CO (3.368, -76.568)","1","2","3.368234","-76.568054"
"Sauce 2-La María, Ginebra, Valle del Cauca, CO (3,739, -76,272)","1","2","3.738946","-76.27175"
"Santa Monica","1","2","3.472277","-76.53197"
"(3.8890,-76.3474)","1","2","3.889019","-76.347435"
"Ecohotel Ecolife","1","2","3.955056","-76.485886"
"San Miguel, Palmira, Valle del Cauca, CO","1","2","3.642495","-76.381905"
"Hacienda La Fortaleza","1","2","3.864167","-76.327472"
"Cascada de la Gringa","1","2","3.879","-76.56"
"San Miguel (3.4994, -76.6055)","1","2","3.4994","-76.6055"
"San Miguel (3.4994, -76.6054)","1","2","3.4994","-76.6054"
"Aguaclara vía la Zapata (3,5043,-76,2408)","1","2","3.504317","-76.24076"
"Ecohotel El Diamante. Buga-Habana, Valle del Cauca, CO","1","2","3.893976","-76.22407"
"Cascada la Andrea, Quimbaya","1","2","4.681304","-75.80455"
"36a-87 Calle 6, Buenaventura, Valle del Cauca, CO (3.882, -77.032)","1","2","3.881991","-77.03178"
"Finca Arauca","1","2","3.900864","-76.383017"
"SAN JOSE DEL SALADO - DAGUA","1","2","3.568543","-76.71518"
"San Jose Arriba 4","1","2","3.521339","-76.267472"
"Valle del Cauca, CO (3.882, -76.14)","1","2","3.881618","-76.140175"
"(3.4265,-76.6540)","1","2","3.426524","-76.654015"
"Valle del Cauca, CO (3.891, -76.439)","1","2","3.891065","-76.439415"
"Vía a Felidia, Valle del Cauca, CO (3.46, -76.635)","1","2","3.459991","-76.63473"
"Valle del Cauca, CO (3.904, -76.339)","1","2","3.903879","-76.33924"
"Bodega - Cordoba","1","2","3.858141","-76.851265"
"Via a La Elvira, Valle del Cauca, CO (3,524, -76,617)","1","2","3.523598","-76.61735"
"Castilla Mts. [= La Castilla]","1","2","3.49461","-76.58479"
"Hacienda La Colombiana","1","2","3.397294","-76.33993"
"Valle del Cauca, CO (3.984, -76.428)","1","2","3.984304","-76.427704"
"Catarina Valle del Cauca, CO (4,814, -75,954)","1","2","4.81442","-75.95356"
"Finca El Porvenir, Punto de censo SVA3.1","1","2","3.954861","-76.179167"
"San Antonio, Western Colombia","1","2","4.24778","-76.20889"
"Ata Los Acantilados","1","2","3.93291","-77.36321"
"Valle del Cauca, CO (4,538, -76,279)","1","2","4.537695","-76.278854"
"San Antonio (3.4829,-76.6233) 2.200m en la cima 2.123 en la parte baja (casas/fincas más altas)","1","2","3.482875","-76.6233"
"Cali, Valle del Cauca, CO (3.489, -76.522)","1","2","3.489232","-76.52194"
"Sabaletas Agua Clara (3.732, -76.959)","1","2","3.73225","-76.95858"
"Cali, Valle del Cauca, CO (3.47, -76.488)","1","2","3.469559","-76.48791"
", Valle del Cauca Carretera Al Aeropuerto De Buenaventura , CO (3.815, -76.991)","1","2","3.815371","-76.99093"
"Centro de educación ambiental El Topacio","1","2","3.318284","-76.63704"
"Cali, Valle del Cauca, CO (3.447, -76.542)","1","2","3.446564","-76.541725"
"Vía a la Rondalla, Calima Darien -Valle","1","2","3.925515","-76.51535"
"763538, Palmira CO-Valle Del Cauca 3.56517, -76.17988","1","2","3.56517","-76.17988"
"La Morada","1","2","3.274481","-76.53087"
"1 Oeste2 Carrera 56, Cali, Valle del Cauca, CO (3.41, -76.556)","1","2","3.409976","-76.55601"
"Anchicaya (3.6168, -76.9173)","1","2","3.616809","-76.91726"
"RN San Cipriano, Valle del Cauca, Sendero Del Amor CO (3.832, -76.888)","1","2","3.832212","-76.888336"
"Hacienda El Trapiche","1","2","3.947211","-76.30349"
"via a rio Pichinde","1","2","3.436386","-76.60946"
"Valle del Cauca, CO Sendero El Otoño a Pance (cabecera) (3.345, -76.621)","1","2","3.345432","-76.62093"
"Hacienda Balsora-Rivera","1","2","3.4692","-76.30628"
"Vía Aeropuerto De Buenaventura, Valle del Cauca,","1","2","3.79728","-76.99541"
"Charco azul, Valle del Cauca, Colombia","1","2","3.436452","-76.48564"
"Hacienda Balsora-Lopez","1","2","3.440253","-76.32311"
"Bitaco, W slopes of Colombia","1","2","4.49444","-76.35123"
"Vda La Sierpe, Buenaventura, Valle Del Cauca, Colombia","1","2","3.983205","-77.245476"
"Yotoco-Antigua via a Cali","1","2","3.850182","-76.38607"
"La Habana - Valle Del Cauca","1","2","3.869651","-76.181175"
"RN Las Colonias, Vda. Alto Bonito, El Cairo, Valle (4.822, -76.197)","1","2","4.822344","-76.19658"
"7120 Carrera 3b Norte, Cali, Valle del Cauca, CO (3.489, -76.496)","1","2","3.489187","-76.49601"
"107-50 Calle 13, Cali, Valle del Cauca, CO (3.362, -76.538)","1","2","3.362465","-76.53838"
"10a120 Carrera 75a, Cali, Valle del Cauca, CO (3,39, -76,54)","1","2","3.389921","-76.54022"
"Risaralda, CO (5,005, -76,049) VEREDA CHORRITOS","1","2","5.004772","-76.049484"
"La Guajira","1","2","4.690493","-76.212654"
"748 Paso La Torre-Yumbo, Valle del Cauca, CO (3.621, -76.438)","1","2","3.621478","-76.437996"
"La Frontera, Vereda La Colonia, Yotoco","1","2","3.941837","-76.42489"
"via al topacio","1","2","3.324065","-76.63182"
"Río Tatabro(3.692, -76.948)","1","2","3.692439","-76.94767"
"Vía Albania","1","2","3.729417","-76.00496"
"rio Lili","1","2","3.367328","-76.54096"
